Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time,Keyboard,Browser,Alert types,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,Penta,256GB 12GB RAM,512GB 8GB RAM,4GB 32MB RAM,32GB 2GB RAM,Five,32GB 3GB RAM,16GB 2GB RAM,32GB 4GB RAM
b'huawei',b'Huawei P40 Pro+',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-pro-plus.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41'","b'1, 3, 28, 38, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, March 26'","b'Available. Released 2020, June 06'",b'158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in)',b'226 g (7.97 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, 90Hz, HDR10'","b'6.58 inches, 105.2 cm2 (~91.6% screen-to-body ratio)'",b'1200 x 2640 pixels (~441 ppi density)',b'IP68 dust/water resistant (up to 1.5m for 30 mins)',"b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 990 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP16',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'256GB 8GB RAM, 512GB 8GB RAM'",b'UFS 3.0',,"b'Leica optics, LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60fps, 720@7680fps, 1080p@960fps, HDR; gyro-EIS'","b'32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m, AF IR TOF 3D, (depth/biometrics sensor)'",b'HDR',"b'4K@30/60fps, 1080p@30/60fps'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum'","b'Li-Po 4200 mAh, non-removable'",b'Fast charging 40W Fast wireless charging 40W Fast reverse wireless charging 27W',"b'White Ceramic, Black Ceramic'",b'32-bit/384kHz audio',"b'ELS-N39, ELS-AN10'","b'$\xe2\x80\x891,278.89 / \xe2\x82\xac\xe2\x80\x89809.99 / \xc2\xa3\xe2\x80\x891,299.99'",,,b'AnTuTu: 529687 (v8) GeekBench: 3203 (v5.1) GFXBench: 31fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-27.4 LUFS (Good)',b'Endurance rating 95h',,,"b'Glass front, ceramic back, ceramic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"b'$\xe2\x80\x891,278.89'",,,"b'50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22\xc2\xb5m, omnidirectional PDAF, OIS 8 MP, f/4.4, 240mm (periscope telephoto), PDAF, OIS, 10x optical zoom 8 MP, f/2.4, 80mm (telephoto), PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)'",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P40 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-pro.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - ELS-NX9'","b'1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - ELS-NX9'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, March 26'","b'Available. Released 2020, April 07'",b'158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in)',b'209 g (7.37 oz)',"b'Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, 90Hz, HDR10'","b'6.58 inches, 105.2 cm2 (~91.6% screen-to-body ratio)'",b'1200 x 2640 pixels (~441 ppi density)',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - ELS-N04'","b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 990 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP16',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM'","b'1, 3, 5, 28, 38, 41, 66, 77, 78, 79 SA/NSA - ELS-N04'",,"b'Leica optics, LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60fps, 720@7680fps, 1080p@960fps, HDR; gyro-EIS'","b'32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m, AF IR TOF 3D, (depth/biometrics sensor)'",b'HDR',"b'4K@30/60fps, 1080p@30/60fps'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum'","b'Li-Po 4200 mAh, non-removable'",b'Fast charging 40W Fast wireless charging 27W Fast reverse wireless charging 27W',"b'Silver Frost, Blush Gold, Deep Sea Blue, Ice White, Black'",b'32-bit/384kHz audio',"b'ELS-NX9, ELS-N04, ELS-AN00, ELS-TN00'","b'$\xe2\x80\x89754.99 / \xe2\x82\xac\xe2\x80\x89679.99 / \xc2\xa3\xe2\x80\x89638.99 / \xe2\x82\xb9\xe2\x80\x8968,200'","b'50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22\xc2\xb5m, omnidirectional PDAF, OIS 12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)'",,"b'AnTuTu: 496356 (v8) GeekBench: 12848 (v4.4), 3197 (v5.1) GFXBench: 31fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-27.5 LUFS (Good)',b'Endurance rating 94h',,,"b'Glass front, glass back, aluminum frame'",,,,,,b'$\xe2\x80\x89754.99',"b'$\xe2\x80\x891,009.99'",,,,,,,,,,,,,,,,,,,,,,,,,"b'$\xe2\x80\x891,179.99'",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P40',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p40.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41'","b'1, 3, 28, 38, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, March 26'","b'Available. Released 2020, April 07'",b'148.9 x 71.1 x 8.5 mm (5.86 x 2.80 x 0.33 in)',b'175 g (6.17 oz)',"b'Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'OLED',"b'6.1 inches, 91.3 cm2 (~86.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density)'",b'IP53 dust and splash protection',"b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 990 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP16',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",b'UFS 3.0',"b'50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22\xc2\xb5m, omnidirectional PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 17mm (ultrawide), AF'","b'Leica optics, LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60fps, 720p@960fps; gyro-EIS'",,b'HDR',"b'4K@30/60fps, 1080p@30/60fps'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC'",b'Yes',,b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum'","b'Li-Po 3800 mAh, non-removable'",b'Fast charging 22.5W',"b'Silver Frost, Blush Gold, Deep Sea Blue, Ice White, Black'",,"b'ANA-AN00, ANA-TN00, ANA-NX9'",b'$\xe2\x80\x89479.99 / \xe2\x82\xac\xe2\x80\x89429.95 / \xc2\xa3\xe2\x80\x89489.99',,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m IR TOF 3D, (biometrics sensor only)'","b'AnTuTu: 486583 (v8) GeekBench: 12619 (v4.4), 3148 (v5.1) GFXBench: 37fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-28.9 LUFS (Average)',b'Endurance rating 89h',,,,,,,,,b'$\xe2\x80\x89799.99',b'$\xe2\x80\x89479.99',b'$\xe2\x80\x89679.99',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P40 lite E',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y7p-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps'","b'2020, March 04'","b'Available. Released 2020, March 12'",b'159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)',b'176 g (6.21 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.39 inches, 100.2 cm2 (~82.4% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)'","b'1, 2, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41 - ART-L28'","b'Android 9.0 (Pie), EMUI 9, no Google Play Services'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',,"b'48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Aurora Blue, , Midnight Black'",,"b'ART-L28, ART-L29, ART-L29N'",b'\xe2\x82\xac\xe2\x80\x89135.00 / \xc2\xa3\xe2\x80\x89129.59',,"b'8 MP, f/2.0'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x89135.00',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P40 lite',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-lite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 2100',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps'","b'2020, February 27'","b'Available. Released 2020, March 02'",b'159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in)',b'183 g (6.46 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.4 inches, 101.4 cm2 (~83.5% screen-to-body ratio)'",b'1080 x 2310 pixels (~398 ppi density)',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 28, 34, 38, 39, 40, 41 - JNY-L22A, JNY-L02A, JNY-L22B'","b'Android 10, EMUI 10, no Google Play Services'",b'Kirin 810 (7 nm)',b'Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)',b'Mali-G52 MP6',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'",b'128GB 6GB RAM',b'UFS 2.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS'","b'Yes (market/region dependent): JNY-L21A, JNY-L01A, JNY-L21B'",,b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised)'","b'Black, Emerald Green, Light Pink/Blue'",,"b'JNY-L21A, JNY-L01A, JNY-L21B, JNY-L22A, JNY-L02A, JNY-L22B, JNY-LX1'",b'$\xe2\x80\x89289.07 / \xe2\x82\xac\xe2\x80\x89189.00 / \xc2\xa3\xe2\x80\x89179.99',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'","b'AnTuTu: 325777 (v8) GeekBench: 7846 (v4.4), 1862 (v5.1) GFXBench: 18fps (ES 3.1 onscreen)'",b'Contrast ratio: 1085:1 (nominal)',b'Photo / Video',b'-27.0 LUFS (Good)',b'Endurance rating 121h',,,"b'Glass front, plastic back, plastic frame'",,,,,,,,b'$\xe2\x80\x89289.07',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MatePad Pro 5G',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-pro.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",b'SA/NSA',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, February 24'","b'Available. Released 2020, May 27'",b'246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in)',b'460 g (1.01 lb)',b'Nano-SIM',"b'IPS LCD, 540 nits (typ)'","b'10.8 inches, 338.2 cm2 (~86.5% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~280 ppi density)'",b'Stylus support (magnetic)',"b'Android 10, EMUI 10, no Google Play Services'",b'Kirin 990 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP16',"b'NM (Nano Memory), up to 256GB (dedicated slot)'","b'128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM'",b'UFS 3.0',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers (4 speakers)'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS'",b'No',,b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 7250 mAh, non-removable'",b'Fast charging 40W Fast wireless charging 27W Reverse wireless charging 7.5W',"b'Gray, White, Green, Orange'",b'Tuned by Harman Kardon',,b'About 550 EUR',,"b'13 MP, f/1.8, PDAF'",,,,,,,,"b'Glass front, aluminum back, aluminum frame'",,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate Xs',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-xs-.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41'","b'1, 3, 28, 38, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps, 5G (2+ Gbps DL)'","b'2020, February 24'","b'Available. Released 2020, March 05'",b'Unfolded: 161.3 x 146.2 x 5.4 mmFolded: 161.3 x 78.5 x 11 mm',b'300 g (10.58 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'Foldable OLED',"b'8.0 inches, 205.0 cm2 (~86.9% screen-to-body ratio)'",b'2200 x 2480 pixels (~414 ppi density)',"b'Folded cover display: 6.6"", AMOLED, 1148 x 2480 pixels (19.5:9)'","b'Android 10, EMUI 10, no Google Play Services'",b'Kirin 990 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP16',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'",b'512GB 8GB RAM',b'UFS 2.1',,"b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4500 mAh, non-removable'","b'Fast charging 55W, 85% in 30 min (advertised) Huawei SuperCharge'",b'Interstellar Blue',b'No - uses main camera',b'TAH-N29m',"b'$\xe2\x80\x893,289.00 / \xe2\x82\xac\xe2\x80\x891,810.00 / \xe2\x82\xb9\xe2\x80\x89235,999'","b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF 8 MP, f/2.4, 81mm (telephoto), PDAF, OIS, 3x optical zoom, 5x hybrid zoom 16 MP, f/2.2, 17mm (ultrawide), AF TOF 3D, (depth)'",,"b'AnTuTu: 459274 (v8), 461406 (unfolded) GeekBench: 12213 (v4.4), 2980 (v5.1) GFXBench: 16fps (ES 3.1 onscreen unfolded)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-27.0 LUFS (Good)',b'Endurance rating 69h',,,"b'Plastic front, aluminum back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"b'$\xe2\x80\x893,289.00'",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P30 lite New Edition',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p30-lite-new-edition.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 4, 7, 8, 20, 38'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps'","b'2020, January 14'","b'Available. Released 2020, January 14'",b'152.9 x 72.7 x 7.4 mm (6.02 x 2.86 x 0.29 in)',b'152.9 g (5.40 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.15 inches, 93.6 cm2 (~84.2% screen-to-body ratio)'",b'1080 x 2312 pixels (~415 ppi density)',b'UFS 2.1',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'256GB 6GB RAM',,"b'48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, 120\xcb\x9a, 17mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps (gyro-EIS)',,b'Panorama',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',,b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3340 mAh, non-removable'",b'Fast charging 18W',"b'Peacock Blue, Midnight Black, Pearl White, Breathing Crystal'",,b'Marie-L21BX',b'$\xe2\x80\x89299.99 / \xe2\x82\xac\xe2\x80\x89225.73 / \xc2\xa3\xe2\x80\x89226.33',,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,,,,,,,"b'Glass front, glass back, plastic frame'",,,,,,,,,,b'$\xe2\x80\x89299.99',,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y7p',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y7p-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps'","b'2020, February 07'","b'Available. Released 2020, February 07'",b'159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)',b'176 g (6.21 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.39 inches, 100.2 cm2 (~82.4% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)'","b'1, 2, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41 - ART-L28'","b'Android 9.0 (Pie), EMUI 9, no Google Play Services'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',,"b'48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Aurora Blue, Midnight Black'",,"b'ART-L28, ART-L29'",b'About 140 EUR',,"b'8 MP, f/2.0'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
